,GLOBALEVENTID,Date,Actor1Code,Actor1Name,Actor1CountryCode,Actor1Type1Code,Actor2Code,Actor2Name,Actor2CountryCode,Actor2Type1Code,EventCode,AvgTone,Actor1Geo_FullName,Actor1Geo_CountryCode,Actor2Geo_FullName,Actor2Geo_CountryCode,SOURCEURL
304,416274826,20150209,,,,,DNK,COPENHAGEN,DNK,,42,-0.93023255813953,,,Norway,NO,http://money.aol.co.uk/2015/03/11/how-i-took-on-expedia-for-overcharging-me/
309,416452334,20150312,ESP,SPANISH,ESP,,MED,WEBSITE,,MED,111,-0.21881838074398,United States,US,United States,US,http://www.forbes.com/sites/greatspeculations/2015/03/12/expedia-seeks-latin-american-dominance-strengthens-partnership-with-decolar-com/
310,416873171,20150313,USA,UNITED STATES,USA,,,,,,14,2.55102040816326,"Seattle, Washington, United States",US,,,http://www.xconomy.com/seattle/2015/03/13/seattle-roundup-spaceflight-industries-expedia-magicflix-more/
311,416990941,20150314,CHN,CANTON,CHN,,USA,MIAMI,USA,,43,2.18978102189781,"Miami, Florida, United States",US,"Miami, Florida, United States",US,http://www.thedailyherald.com/index.php?option=com_content&view=article&id=54168:flamingo-resort-named-best-2014-expedia-partner&catid=1:islands-news&Itemid=54
313,417986390,20150318,JUD,STATE SUPREME COURT,,JUD,USA,HAWAII,USA,,42,-0.87463556851312,"Hawaii, United States",US,"Hawaii, United States",US,http://www.bizjournals.com/pacific/news/2015/03/17/expedia-travelocity-online-travel-bookers-to-pay.html
315,418330993,20150319,BUS,BUSINESS,,BUS,USA,HAWAII,USA,,42,-1.32743362831859,"Hawaii, United States",US,"Hawaii, United States",US,http://passcomms.com/expedia-travelocity-online-travel-bookers-to-pay-hawaii-millions-in-back-pacific-business-news-honolulu/
317,418604838,20150320,MED,MEDIA,,MED,CAN,CANADIAN,CAN,,84,5.50964187327823,Canada,CA,Canada,CA,http://blogs.leaderpost.com/2015/03/19/expedia-ca-poll-shows-canadians-associate-vacationing-with-their-overall-happiness/
318,419256833,20150323,MNCBUS,ORBITZ WORLDWIDE,,MNC,,,,,111,2.0,"New York, United States",US,,,http://gulfnews.com/business/sectors/tourism/expedia-buys-rival-travel-operator-orbitz-for-1-6b-1.1456386
319,419445279,20150323,,,,,MED,WEBSITE,,MED,163,0.5008347245409,,,United Kingdom,UK,http://www.gaystarnews.com/article/expedia-uses-same-sex-couple-advert-twitter-homophobes-respond-hate230315
323,420161690,20150325,MED,WEBSITE,,MED,,,,,111,1.53256704980843,"Chicago, Illinois, United States",US,,,http://www.marketwatch.com/story/expedia-and-orbitz-receive-second-requests-from-doj-under-hart-scott-rodino-act-2015-03-25
324,420511374,20150327,,,,,USA,CHICAGO,USA,,214,1.32013201320132,,,"Chicago, Illinois, United States",US,http://www.contracostatimes.com/business/ci_27793988/orbitz-expedia-deal-facing-further-review-by-justice
326,420541259,20150327,JUD,JUDGE,,JUD,,,,,120,-4.1115959869968,"Ohio, United States",US,,,http://www.geekwire.com/2015/federal-judge-threatens-to-fine-expedia-1000-a-day-in-bag-fee-lawsuit/
329,420575475,20150327,CVL,TRAVELER,,CVL,,,,,36,4.47504302925989,"Moulin Sur Mer, Ouest, Haiti",HA,,,http://www.caribbeannewsnow.com/headline-Expedia-reports-major-developments-for-Haiti-25402.html
330,420724097,20150327,,,,,HTI,HAITI,HTI,,42,2.14723926380368,,,"Moulin Sur Mer, Ouest, Haiti",HA,http://www.sentinel.ht/lifestyles/articles/travel/5836-expedia-sees-interest-in-travel-to-haiti-rise
332,422100969,20150401,LAB,EMPLOYEE,,LAB,,,,,192,0.0,,,,,http://www.geekwire.com/2015/expedia-reportedly-re-locating-to-former-amgen-campus-in-seattle/
334,422110467,20150402,BUSMED,COMPANY,,BUS,,,,,10,1.46839223494276,,,,,http://www.kirotv.com/news/news/reports-expedia-leave-bellevue-move-hq-seattle-wat/nkkRS/
335,422145119,20150402,USA,SEATTLE,USA,,BUS,COMPANIES,,BUS,51,4.81286884755636,"Washington, District of Columbia, United States",US,"Washington, District of Columbia, United States",US,http://www.bizjournals.com/seattle/blog/techflash/2015/04/bring-on-the-developers-expedias-move-could-help.html
337,422161018,20150402,GOV,REGULATOR,,GOV,,,,,13,2.45398773006135,"Paris, Rh̫Alpes, France",FR,,,http://www.seattletimes.com/news/expedias-deal-for-orbitz-unlikely-to-squeeze-traveler-choices/
338,422298478,20150402,BUS,CORPORATION,,BUS,,,,,80,1.44508670520231,"Texas, United States",US,,,http://www.wallstreetscope.com/morning-hot-watch-list-cabot-oil-gas-corporation-cog-texas-instruments-inc-txn-expedia-inc-expe-target-corp-tgt-harmony-gold-mining-company-limited-hmy/25227178/
339,422344131,20150402,USA,SEATTLE,USA,,LAB,EMPLOYEE,,LAB,30,3.02613871635611,,,,,http://mynorthwest.com/11/2740937/Traffic-gridlock-expected-with-Expediaaposs-move-from-Bellevue-to-Seattle
340,422375870,20150402,,,,,LAB,EMPLOYEE,,LAB,36,0.0,,,"South Lake, New York, United States",US,http://blog.seattlepi.com/seattlepolitics/2015/04/02/expedia-latest-big-employer-to-make-beline-for-liberal-seattle/
346,422389432,20150402,BUS,COMPANIES,,BUS,USA,SEATTLE,USA,,31,5.71428571428572,"Washington, District of Columbia, United States",US,"Seattle, Washington, United States",US,http://www.areadevelopment.com/newsItems/4-2-2015/expedia-headquarters-seattle-washington354663.shtml
350,422401782,20150402,USAGOV,SEATTLE,USA,GOV,GOV,CITY MANAGER,,GOV,10,2.38907849829352,,,,,http://www.geekwire.com/2015/seattle-vs-the-eastside-whats-driving-expedias-big-regional-relocation/
351,422412819,20150403,GOV,CITY MANAGER,,GOV,,,,,12,-1.95633759419237,,,,,http://www.seattletimes.com/business/expedias-new-seattle-hq-will-have-4500-employees-in-a-few-years/
353,422424645,20150403,USA,SEATTLE,USA,,,,,,192,-0.07813491474529,"Washington, District of Columbia, United States",US,,,http://sfvbj.com/news/2015/apr/02/expedia-buys-amgen-offices-seattle/
354,422437133,20150403,LAB,EMPLOYEE,,LAB,USA,SEATTLE,USA,,36,0.6,,,,,http://www.kirotv.com/news/news/expedias-move-likely-prompt-changes-seattle-interb/nkmCX/
356,422548247,20150403,BUS,COMPANY,,BUS,,,,,111,0.636937584911691,"Seattle, Washington, United States",US,,,http://wtexas.com/content/15042610-expedia-move-corporate-headquarters-bellevue-seattle
357,422594746,20150403,BUS,COMPANY,,BUS,,,,,36,0.8957654723127,"South Lake, Washington, United States",US,,,http://crosscut.com/2015/04/the-dark-side-of-expedias-move-to-seattle/
368,422609090,20150403,BUS,COMPANY,,BUS,,,,,192,0.343642611683849,"Seattle, Washington, United States",US,,,http://newsmaine.net/22923-expedia-s-corporate-headquarters-move-seattle
370,422706081,20150404,USA,SEATTLE,USA,,,,,,192,-0.655580428525745,,,,,http://www.traveldailymedia.com/220107/expedia-buys-seattle-waterfront-hq-for-us230m/
371,423721095,20150408,,,,,GOV,CHIEF EXECUTIVE,,GOV,42,5.35117056856187,,,"Seattle, Washington, United States",US,https://businessfacilities.com/2015/04/expedia-announces-plans-for-new-headquarters-in-seattle/
376,425988953,20150416,MIL,MILITARY,,MIL,,,,,90,2.96735905044511,Canada,CA,,,http://cruise.expedia.com/Search5.aspx
377,427301655,20140421,,,,,USA,CHICAGO,USA,,43,2.50104640887975,,,"Chicago, Illinois, United States",US,http://www.4-traders.com/EXPEDIA-INC-9605918/news/Companies-Trade-Suburbs-for-City-Life-20231466/
382,427823240,20150423,BUS,BUSINESS,,BUS,,,,,36,1.39223154678442,"Berlin, Berlin, Germany",GM,,,http://www.tnooz.com/article/tripsbytips-splits-community-platform-sold-to-expedia-mairdumont-picks-up-b2b-business/
387,427938647,20150423,CVL,TRAVELER,,CVL,,,,,36,3.7037037037037,"Punta Cana, La Altagracia, Dominican Republic",DR,,,http://www.dominicantoday.com/dr/business-and-pleasure/2015/4/23/54883/Expedia-names-Dominican-Republic-2014-Leader-in-Caribbean-Travel-Demand
388,428031681,20150424,USA,UNITED STATES,USA,,CVL,TRAVELER,,CVL,10,1.95272353545735,United States,US,United States,US,http://www.4-traders.com/EXPEDIA-INC-9605918/news/Expedia--App-Now-Available-on-Apple-Watch-20250007/
390,428061988,20150424,EGY,CAIRO,EGY,,JOR,AMMAN,JOR,,36,2.68948655256724,"Bangkok, Krung Thep Mahanakhon, Thailand",TH,"Bangkok, Krung Thep Mahanakhon, Thailand",TH,http://www.zawya.com/story/Expedia_reveals_top_outbound_markets_for_UAE_residents-ZAWYA20150424063858/
394,428097773,20150424,AFR,AFRICA,AFR,,CVL,TRAVELLER,,CVL,60,4.60652591170825,South Africa,SF,South Africa,SF,http://www.africanbusinessreview.co.za/marketing/1917/Expedia-Summit:-make-Africa-your-destination
395,428115475,20150424,CVL,TRAVELLER,,CVL,,,,,10,1.22292756681897,"Toronto, Ontario, Canada",CA,,,http://www.marketwatch.com/story/expedia-app-now-available-on-apple-watch-2015-04-24-7173043
399,428416330,20150425,CVL,TRAVELER,,CVL,,,,,36,3.90334572490706,"Punta Cana, La Altagracia, Dominican Republic",DR,,,http://www.caribbeannewsdigital.com/en/noticia/expedia-ranks-dominican-republic-leading-caribbean-travel-destination
400,428563625,20150426,LKA,COLOMBO,LKA,,,,,,10,0.645161290322579,"Colombo, Western, Sri Lanka",CE,,,http://www.traveldailymedia.com/220972/egypt-leads-on-expedias-outbound-list-for-uae-residents/
402,428756926,20150427,AFR,AFRICA,AFR,,,,,,20,3.07692307692308,"Indaba, Gauteng, South Africa",SF,,,http://www.traveldailynews.com/news/article/65833/expedia-inc-indaba-summit-to
404,429330387,20150429,GBR,UNITED KINGDOM,GBR,,CVL,TRAVELER,,CVL,10,0.272081949802198,United Kingdom,UK,United Kingdom,UK,http://www.traveldailynews.com/news/article/65867/expedia-app-now-available-on
407,429696157,20150430,,,,,DOM,DOMINICAN REPUBLIC,DOM,,42,2.45023567449651,,,"Punta Cana, La Altagracia, Dominican Republic",DR,http://www.dominicantoday.com/dr/tourism/2015/4/30/54947/Travel-demand-to-Dominican-Republic-jumps-45-in-2014-Expedia
410,429807630,20150430,BUS,COMPANY,,BUS,MED,WEBSITE,,MED,84,0.643816254204915,"New York, United States",US,"New York, United States",US,http://www.reuters.com/article/2015/04/30/expedia-results-idUSL1N0XR38C20150430
411,429842155,20150501,BUS,COMPANY,,BUS,,,,,10,0.130296920401191,"New York, United States",US,,,http://www.reuters.com/article/2015/05/01/expedia-results-idUSL1N0XR38C20150501
413,429913188,20150424,GBR,LONDON,GBR,,ARE,DUBAI,ARE,,36,0.659123485210441,"London, London, City of, United Kingdom",UK,"Dubai, Dubayy, United Arab Emirates",AE,http://www.finanznachrichten.de/nachrichten-2015-05/33587685-expedia-affiliate-network-to-attend-arabian-travel-market-in-dubai-008.htm
419,429916283,20150501,CHN,CHINA,CHN,,BUS,INVESTOR,,BUS,13,2.10432890461221,China,CH,China,CH,http://gadgets.ndtv.com/internet/news/expedia-posts-better-than-expected-profit-on-jump-in-bookings-687738
420,429918798,20150424,GBR,LONDON,GBR,,ARE,DUBAI,ARE,,36,0.649350649350649,"London, London, City of, United Kingdom",UK,"Dubai, Dubayy, United Arab Emirates",AE,http://www.prnewswire.co.uk/news-releases/expedia-affiliate-network-to-attend-arabian-travel-market-in-dubai-502099971.html
421,429963718,20150501,CRM,DEALER,,CRM,,,,,45,0.140363072480815,Australia,AS,,,http://www.zacks.com/stock/news/173241/expedia-reports-q1-earnings-miss-investors-cheer-fx-offset
422,430577918,20150504,CHN,CHINA,CHN,,BUS,INVESTOR,,BUS,13,0.46948356807511,"New York, United States",US,"New York, United States",US,http://news.lycos.com/technology/expedia-shares-soar-on-strong-bookings-despite-strong-us-dollar-c8c966601787d44665f3c4287db3fb48/
423,430662195,20150504,MNC,ORBITZ WORLDWIDE,,MNC,,,,,30,0.51107325383305,Australia,AS,,,http://www.nasdaq.com/article/expedia-inc-earnings-flying-high-with-acquisitions-cm472702
424,430866474,20150505,BUS,COMPANY,,BUS,,,,,112,2.06985769728331,China,CH,,,http://www.nasdaq.com/article/the-zacks-analyst-blog-highlights-apple-expedia-twitter-and-microsoft-press-releases-cm473016
425,431112588,20150506,MNCUSA,EXPEDIA INC,USA,MNC,BUS,COMPANY,,BUS,13,2.75423728813559,"South Carolina, United States",US,"South Carolina, United States",US,http://skift.com/2015/05/06/expedias-vacation-rental-breakthrough-is-a-big-bust-so-far/
427,431390917,20150507,SGP,SINGAPORE,SGP,,BUS,COMPANIES,,BUS,10,0.20519835841313,United Kingdom,UK,Singapore,SN,http://e27.co/duetto-wants-to-arm-hoteliers-against-disruption-by-priceline-expedia-20150507/
428,431618568,20150508,IDN,INDONESIA,IDN,,GBR,UNITED KINGDOM,GBR,,010,0.736196319018408,Indonesia,ID,Indonesia,ID,http://www.webintravel.com/the-skys-the-limit-for-booking-and-expedia-as-they-ramp-up-in-asia/
429,431636282,20150501,IRL,DUBLIN,IRL,,,,,,111,1.14783525188149,"London, London, City of, United Kingdom",UK,,,http://www.finanznachrichten.de/nachrichten-2015-05/33664852-expedia-affiliate-network-expands-attendance-at-phocuswright-to-include-dublin-event-008.htm
430,433380691,20150515,DOM,DOMINICAN REPUBLIC,DOM,,,,,,10,-0.475445659723205,"Punta Cana, La Altagracia, Dominican Republic",DR,,,http://www.cbc.ca/news/canada/british-columbia/expedia-best-price-guarantee-not-honoured-alleges-vancouver-lawyer-1.3074932
432,434528640,20150519,,,,,DOM,DOMINICAN REPUBLIC,DOM,,42,2.07715133531157,,,"Caribe, Monse̱Nouel, Dominican Republic",DR,http://www.cbc.ca/news/canada/british-columbia/expedia-honours-best-price-guarantee-after-cbc-report-1.3079294
435,435281925,20150522,MED,WEBSITE,,MED,,,,,111,2.67857142857143,China,CH,,,http://www.marketwatch.com/story/expedia-announces-elong-transaction-2015-05-22
436,435348280,20150522,BUS,INVESTOR,,BUS,,,,,314,2.2883295194508,China,CH,,,http://www.4-traders.com/EXPEDIA-INC-9605918/news/EXPEDIA--Entry-into-a-Material-Definitive-Agreement-Other-Events-Financial-Statements-and-Exhibit-20424126/
437,435361325,20150522,MED,MAGAZINE,,MED,MNCFINMED,NOKIA,FIN,MNC,10,2.26928895612708,"Beijing, Beijing, China",CH,"Beijing, Beijing, China",CH,http://www.investorguide.com/article/16443/elong-long-majority-stake-sold-by-expedia-sod/
439,435370823,20150522,BUS,BUSINESS,,BUS,USA,NEW YORK,USA,,43,-0.185031753817712,China,CH,China,CH,http://www.washingtonpost.com/business/expedia-sells-stake-in-chinese-travel-service/2015/05/22/6bedf560-0091-11e5-8c77-bf274685e1df_story.html
441,435389282,20150522,CHN,CHINA,CHN,,BUS,BUSINESS,,BUS,60,0.276209650888892,China,CH,China,CH,http://www.ajc.com/ap/ap/washington/expedia-sells-stake-in-chinese-travel-service/nmMHJ/
442,435398005,20150522,USA,NEW YORK,USA,,BUS,BUSINESS,,BUS,60,0.288474810213943,China,CH,China,CH,http://www.northjersey.com/news/business/expedia-sells-stake-in-chinese-travel-service-1.1341069
443,435402895,20150522,BUS,COMPANY,,BUS,,,,,111,-1.5527950310559,"Elong, Hainan, China",CH,,,http://economictimes.indiatimes.com/news/international/business/expedia-sells-elong-stake-to-ctrip-others-for-671-million/articleshow/47389384.cms
444,435423752,20150522,,,,,GOV,REGULATOR,,GOV,30,2.19298245614035,,,Australia,AS,http://www.travelweekly.com/Travel-News/Travel-Technology/Expedia-sells-stake-in-Chinese-online-travel-agency
446,435508055,20150523,CHN,CHINA,CHN,,BUS,BUSINESS,,BUS,60,0.28328611898017,China,CH,China,CH,http://www.dnaindia.com/money/report-expedia-sells-stake-in-chinese-travel-service-2088354
447,435511428,20150523,BUS,BUSINESS,,BUS,USA,NEW YORK,USA,,43,0.93457943925234,China,CH,China,CH,http://www.columbian.com/news/2015/may/22/expedia-sells-stake-chinese-travel-service/
449,435520708,20150523,USA,NEW YORK,USA,,BUS,BUSINESS,,BUS,60,0.28571428571429,China,CH,China,CH,http://news.yahoo.com/expedia-sells-stake-chinese-travel-144512961.html
450,435538101,20150523,CHN,CHINA,CHN,,BUS,BUSINESS,,BUS,60,0.98039215686275,Australia,AS,Australia,AS,http://www.moneyflowindex.org/expedia-sells-stake-in-elong-shares-rally-analysts-positive/313079/
451,435678743,20150524,,,,,BUS,INDUSTRY,,BUS,190,-1.62513542795233,,,"Tongcheng, Anhui, China",CH,http://www.traveldailymedia.com/222098/elong-to-focus-on-accommodation-after-expedia-stake-sale/
457,435879331,20150525,,,,,CHN,CHINA,CHN,,193,0.26809651474531,,,China,CH,http://techcrunch.com/2015/05/25/expedia-jets-out-of-china/
458,436130921,20150526,MNCUSA,EXPEDIA INC,USA,MNC,,,,,192,1.08459869848156,"Houston, Texas, United States",US,,,http://www.wallstreetscope.com/todays-morning-ratings-blackrock-new-york-municipal-20-blh-campbell-soup-company-cpb-eaton-vance-new-york-municipal-nyh-houston-wire-cable-company-hwcc-expedia-inc-expe/25291591/
459,436248167,20150526,BUS,BUSINESS,,BUS,CHNBUS,CHINA,CHN,BUS,43,3.72340425531915,China,CH,China,CH,http://www.nasdaq.com/article/expedia-expe-hits-a-52-week-high-on-elong-stock-sale-analyst-blog-cm480091
461,436257808,20150526,,,,,BUS,INDUSTRY,,BUS,190,-2.05245153933866,,,China,CH,http://www.tnooz.com/article/with-expedia-out-of-the-picture-what-next-for-chinese-online-travel-agencies/
464,436578033,20150527,BUS,COMPANY,,BUS,USA,CHICAGO,USA,,40,2.76243093922652,"Chicago, Illinois, United States",US,"Chicago, Illinois, United States",US,http://www.chicagobusiness.com/article/20150527/NEWS07/150529850/orbitz-stockholders-ok-expedia-takeover
466,436709051,20150528,MED,WEBSITE,,MED,,,,,111,-3.84615384615385,China,CH,,,http://www.marketwatch.com/story/expedia-inc-announces-proposed-offering-of-senior-notes-2015-05-28
467,436764224,20150528,CHN,CHINA,CHN,,,,,,50,2.80898876404494,"Chicago, Illinois, United States",US,,,http://www.forbes.com/sites/greatspeculations/2015/05/28/in-the-wake-of-the-expedia-ctrip-alliance-priceline-further-increases-investments-in-ctrip/
468,436966978,20150529,,,,,ATG,ANTIGUA,ATG,,42,0.449522382468627,,,Antigua And Barbuda,AC,http://www.caribbeannewsnow.com/headline-Expedia-reports-promising-growth-for-Antigua-26318.html
472,437064119,20150529,USA,UNITED STATES,USA,,,,,,80,0.29325513196481,Canada,CA,,,http://www.wallstreetscope.com/morning-market-movers-united-states-steel-corp-x-canadian-pacific-railway-limited-cp-windstream-holdings-inc-win-expedia-inc-expe-celgene-corporation-celg/25296484/
473,437352877,20150531,BUS,COMPANY,,BUS,USA,CHICAGO,USA,,40,2.02273988630057,"Washington, District of Columbia, United States",US,"Washington, District of Columbia, United States",US,http://trib.com/business/orbitz-shareholders-approve-b-deal-to-sell-to-expedia/article_25bd622b-e76a-5030-9fe9-c4267e57c76e.html
475,437882765,20150602,USA,MIAMI,USA,,,,,,12,0.454031519337533,,,,,http://www.bizjournals.com/southflorida/blog/morning-edition/2015/06/expedia-ceo-buys-pair-of-miami-beach-condos-for.html
476,438819579,20150605,,,,,BUS,INDUSTRY,,BUS,30,3.83064516129032,,,"Utah, United States",US,http://www.einnews.com/pr_news/269310543/partner-fusion-names-former-expedia-director-chad-montgomery-as-vice-president-of-supply-relations
477,438822543,20150605,AUS,NEW SOUTH WALES,AUS,,MED,WEBSITE,,MED,43,1.64473684210526,"Dubbo, New South Wales, Australia",AS,"Dubbo, New South Wales, Australia",AS,http://www.tweeddailynews.com.au/news/coffs-the-spot-to-spend-long-weekend-expedia/2661578/
480,439656516,20150609,BUS,INDUSTRY,,BUS,GOV,PRESIDENT,,GOV,20,3.8658172093755,"Virginia, United States",US,"Virginia, United States",US,http://www.marketwatch.com/story/arc-and-expedia-release-mid-year-air-travel-trends-for-2015-2015-06-09
483,439866727,20150610,BUS,INDUSTRY,,BUS,GOV,PRESIDENT,,GOV,42,2.81837160751566,United States,US,United States,US,http://www.traveldailynews.com/news/article/66555/expedia-and-arc-release-global
494,439883946,20150610,MNCSEA,AIRASIA,SEA,MNC,,,,,111,0.47619047619047,,,,,http://www.traveldailymedia.com/222843/chief-executive-officer-of-airasia-expedia-steps-down/
495,440323248,20150611,BUS,COMPANY,,BUS,CVL,TOURIST,,CVL,190,-4.27350427350427,"California, United States",US,"California, United States",US,http://tbo.com/news/politics/supreme-court-expedia-other-online-travel-sites-dont-owe-hotel-tax-on-fees-20150611/
499,441210737,20150615,GOV,REGULATOR,,GOV,,,,,13,2.45398773006135,"Paris, Rh̫Alpes, France",FR,,,http://www.seattletimes.com/news/expedias-deal-for-orbitz-unlikely-to-squeeze-traveler-choices-2/
